TARGET,loyalty,ID,age,city,LOR,prod_A,type_A,type_B,prod_B,turnover_A,turnover_B,contract,age_P,lor_M
Y,99,61390,30,2,0,0,0,0,0,493.3428542,252.2182396,2,30,3
Y,1,61410,45,10,2,1,3,3,1,391.2289121,289.2173534,2,45,27
Y,99,61827,64,2,2,1,3,3,1,357.6601339,254.0040409,2,64,27
Y,99,61892,34,2,0,0,0,0,0,428.1855944,230.2133601,2,34,3
Y,1,61910,37,2,3,0,0,3,1,382.3348549,553.9840213,2,37,39
Y,1,62078,35,3,2,1,3,3,1,378.9423455,201.9514213,2,35,27
Y,3,62128,28,2,1,1,3,3,1,480.8870124,223.9546919,2,28,15
Y,99,62261,36,2,0,0,0,0,0,435.8961835,200.5879455,2,36,3
Y,1,62296,48,2,3,0,0,3,1,456.0422651,233.7804841,2,48,39
Y,99,62371,32,2,0,0,0,0,0,472.3696431,273.5030141,2,32,3
Y,2,62416,59,2,2,1,3,6,1,319.0087027,3358.861444,2,59,27
Y,99,62421,26,2,0,0,0,0,0,478.9438483,252.0276128,2,26,3
Y,99,62452,39,2,0,0,0,0,0,475.7484857,290.9416022,2,39,3
Y,99,62543,28,2,0,0,0,0,0,302.8473555,228.1060418,2,28,3
Y,99,62599,29,2,0,0,0,0,0,363.7124439,229.5512102,2,29,3
Y,99,62735,53,2,0,0,0,0,0,477.5610285,207.4244127,2,53,3
Y,99,62747,37,2,0,0,0,0,0,343.0690042,227.370722,2,37,3
Y,99,62768,42,2,0,0,0,0,0,316.7063892,226.0855477,2,42,3
Y,99,62818,42,2,0,0,0,0,0,309.3975294,297.8192356,2,42,3
Y,3,62874,24,2,1,1,3,3,1,329.5312242,244.5942583,2,24,15
Y,99,62925,28,2,0,0,0,0,0,304.8866224,208.7270935,2,28,3
Y,99,62942,32,2,0,0,0,0,0,317.1084744,277.0251856,2,32,3
Y,99,62955,23,2,0,0,0,0,0,406.9619349,248.5527268,2,23,3
Y,99,62996,34,2,0,0,0,0,0,374.6080286,242.1845228,2,34,3
Y,3,63125,31,2,1,1,3,3,1,460.2137334,226.1912207,2,31,15
Y,1,63126,32,2,3,1,3,3,1,497.4229168,237.4076809,2,32,39
Y,99,63150,24,2,0,0,0,0,0,308.6739497,231.9263286,2,24,3
Y,99,63180,56,2,0,0,0,0,0,477.8861036,225.7355757,2,56,3
Y,1,63207,41,2,3,0,0,3,1,311.5102202,232.3275134,2,41,39
Y,99,63210,41,2,0,0,0,0,0,416.9697113,254.6346762,2,41,3
Y,99,63268,57,2,0,0,0,0,0,460.950229,232.7486283,2,57,3
Y,99,63276,42,2,0,0,0,0,0,478.8994258,267.1382265,2,42,3
Y,1,63301,63,2,2,0,0,3,1,425.6709874,266.987401,2,63,27
Y,3,63336,29,2,1,1,3,3,1,394.5527561,249.7388125,2,29,15
Y,99,63385,40,2,0,0,0,0,0,437.0619708,273.4109545,2,40,3
Y,99,63443,39,2,0,0,0,0,0,399.4436346,250.2370361,2,39,3
Y,99,63472,37,2,0,0,0,0,0,338.910615,268.4720215,2,37,3
Y,99,63507,37,2,0,0,0,0,0,379.6458167,254.8479512,2,37,3
Y,1,63632,36,2,1,1,3,3,1,394.1567909,306.2394777,2,36,15
Y,99,63677,23,2,0,0,0,0,0,358.1121438,222.6530405,2,23,3
Y,1,63987,36,2,2,1,3,3,1,316.7745322,253.668721,2,36,27
Y,1,63996,41,2,2,1,3,3,1,416.0475944,293.1691557,2,41,27
Y,99,63997,39,2,0,0,0,0,0,437.8913369,248.6314674,2,39,3
Y,99,64041,53,2,2,1,3,3,1,334.2654642,210.5315441,2,53,27
Y,99,64044,36,2,0,0,0,0,0,365.4315772,249.3607696,2,36,3
Y,99,64253,23,2,0,0,0,0,0,398.228814,296.1545521,2,23,3
Y,99,64313,49,2,0,0,0,0,0,339.7975175,232.8498748,2,49,3
Y,99,64356,59,2,0,0,0,0,0,333.9397966,267.2661395,2,59,3
Y,99,64400,56,2,0,0,0,0,0,451.1142591,222.5108454,2,56,3
Y,99,64414,23,2,0,0,0,0,0,357.2987759,286.5876266,2,23,3
Y,99,64461,27,2,0,0,0,0,0,357.9304887,204.3858265,2,27,3
Y,1,64700,66,2,2,1,3,3,1,457.072818,222.233042,2,66,27
Y,99,64735,37,2,0,0,0,0,0,457.9263488,292.1778385,2,37,3
Y,99,64821,23,2,0,0,0,0,0,306.1817497,210.4711733,2,23,3
Y,1,64933,61,2,2,1,3,3,1,373.3811561,256.2589053,2,61,27
Y,99,65093,39,2,0,0,0,0,0,466.354241,271.3556056,2,39,3
Y,99,65159,23,2,1,1,3,3,1,413.5053515,272.2059716,2,23,15
Y,1,65192,51,2,3,0,0,3,1,421.3472264,221.8613906,2,51,39
Y,99,65318,38,2,0,0,0,0,0,422.0846218,241.1998629,2,38,3
Y,99,65341,36,2,0,0,0,0,0,396.5049887,226.3013212,2,36,3
Y,3,65374,30,2,1,1,3,3,1,452.7329722,289.5366877,2,30,15
Y,3,65436,24,2,1,1,3,3,1,334.2465248,215.8656129,2,24,15
Y,2,65496,31,2,4,0,0,3,1,369.0143215,233.905431,2,31,51
Y,99,65528,49,2,1,1,3,3,1,361.1238277,254.9998374,2,49,15
Y,99,65558,38,2,0,0,0,0,0,469.6052975,282.1797298,2,38,3
Y,99,65579,45,2,0,0,0,0,0,429.1092479,212.1914237,2,45,3
Y,99,65583,33,2,0,0,0,0,0,440.6332706,224.127508,2,33,3
Y,99,65641,32,2,0,0,0,0,0,367.9353696,234.6842618,2,32,3
Y,99,65651,76,2,0,0,0,0,0,495.2674832,261.9881392,2,76,3
Y,99,65652,30,2,0,0,0,0,0,364.7134465,288.334843,2,30,3
Y,3,65666,63,2,1,1,3,3,1,323.1353224,227.2308978,2,63,15
Y,99,65702,28,2,0,0,0,0,0,328.2666093,220.9770316,2,28,3
Y,99,65760,61,2,0,0,0,0,0,367.8526948,292.7763374,2,61,3
Y,99,65893,37,2,0,0,0,0,0,302.068751,295.7960686,2,37,3
Y,99,65939,34,2,0,0,0,0,0,434.8108825,283.882176,2,34,3
Y,99,66282,27,2,0,0,0,0,0,402.6935231,218.9954267,2,27,3
Y,2,66327,49,2,2,1,3,3,1,379.5191085,206.0075186,2,49,27
Y,3,66475,61,2,1,1,3,3,1,460.9540058,243.2902374,2,61,15
Y,99,66522,39,2,0,0,0,0,0,469.2473862,263.5671997,2,39,3
Y,99,66572,43,2,0,0,0,0,0,498.6380409,286.4166822,2,43,3
Y,99,66609,33,2,0,0,0,0,0,366.4264844,261.5231819,2,33,3
Y,1,66656,37,2,1,1,3,3,1,462.2719288,279.5267007,2,37,15
Y,3,66672,50,2,1,1,3,3,1,373.7215405,203.7563166,2,50,15
Y,99,66750,32,2,0,0,0,0,0,431.1561038,283.7528887,2,32,3
Y,99,66766,43,2,0,0,0,0,0,382.7357135,274.9485407,2,43,3
Y,99,66777,37,2,0,0,0,0,0,365.8527858,242.1238132,2,37,3
Y,99,66783,49,2,3,1,3,3,1,390.9736521,294.3258982,2,49,39
Y,99,66853,57,2,0,0,0,0,0,305.6687962,278.1616553,2,57,3
Y,99,66937,23,2,0,0,0,0,0,407.2009943,297.1348228,2,23,3
Y,1,66977,50,2,2,1,3,3,1,524.3708466,329.1351326,2,50,27
Y,99,67005,36,2,0,0,0,0,0,319.6956286,286.4613359,2,36,3
Y,3,67006,46,2,2,1,3,3,1,370.0581832,211.4098453,2,46,27
Y,99,67026,52,2,0,0,0,0,0,365.6101202,217.6015209,2,52,3
Y,99,67044,40,2,0,0,0,0,0,484.2916407,230.0002587,2,40,3
Y,99,67054,32,2,0,0,0,0,0,471.0671627,272.1621704,2,32,3
Y,99,67121,29,2,0,0,0,0,0,316.1574722,257.1499333,2,29,3
Y,99,67157,29,2,0,0,0,0,0,489.0792175,271.4349191,2,29,3
Y,99,67192,28,2,0,0,0,0,0,373.6604499,263.7490393,2,28,3
Y,99,67268,27,2,0,0,0,0,0,422.8723023,238.297625,2,27,3
Y,2,67313,32,2,1,1,3,3,1,374.3201837,252.578027,2,32,15
Y,99,67324,26,2,0,0,0,0,0,312.3599291,213.6544397,2,26,3
Y,3,67380,25,2,2,1,3,3,1,349.8126007,213.6272826,2,25,27
Y,99,67423,23,2,0,0,0,0,0,484.7719319,281.602553,2,23,3
Y,99,67461,46,2,0,0,0,0,0,333.0837075,212.3003635,2,46,3
Y,1,67482,43,1,1,1,3,3,1,479.386174,272.5756093,2,43,15
Y,99,67512,36,2,0,0,0,0,0,433.9532076,256.3782734,2,36,3
Y,99,67676,40,2,0,0,0,0,0,397.0539215,219.3102205,2,40,3
Y,99,67813,43,2,0,0,0,0,0,387.3891811,275.5560386,2,43,3
Y,3,67925,37,2,3,1,3,3,1,430.4260682,214.0875723,2,37,39
Y,1,67985,43,2,2,1,3,3,1,401.3407806,296.7526952,2,43,27
Y,99,68083,60,2,0,0,0,0,0,473.3899444,219.7000048,2,60,3
Y,99,68089,36,2,0,0,0,0,0,422.2710175,291.2032674,2,36,3
Y,3,68097,30,2,1,1,3,3,1,460.6281912,247.7361377,2,30,15
Y,1,68109,48,2,2,1,3,3,1,443.319421,254.2560369,2,48,27
Y,99,68155,28,2,1,1,3,3,1,475.8579882,224.1076541,2,28,15
Y,99,68174,23,2,0,0,0,0,0,438.5168139,288.9139972,2,23,3
Y,99,68189,25,2,0,0,0,0,0,316.962472,264.7563638,2,25,3
Y,1,68204,46,2,4,0,0,3,1,478.147765,281.2490517,2,46,51
Y,99,68234,42,2,0,0,0,0,0,318.1946977,277.0168687,2,42,3
Y,99,68252,45,2,0,0,0,0,0,332.3411551,262.9917937,2,45,3
Y,99,68286,61,2,0,0,0,0,0,374.5371914,231.6137256,2,61,3
Y,1,68325,40,2,1,1,3,3,1,334.7867455,252.7370333,2,40,15
Y,99,68342,35,2,0,0,0,0,0,335.6378252,224.9884229,2,35,3
Y,1,68344,83,2,2,1,3,3,1,463.9267775,360.7150474,2,83,27
Y,3,68375,27,2,1,1,3,3,1,464.7275994,293.0409019,2,27,15
Y,99,68388,30,2,0,0,0,0,0,383.1367524,274.2420219,2,30,3
Y,99,68485,47,2,0,0,0,0,0,451.9243472,284.7009573,2,47,3
Y,99,68586,24,2,0,0,0,0,0,439.3712012,239.2486376,2,24,3
Y,99,68677,42,2,0,0,0,0,0,395.2935455,242.3439185,2,42,3
Y,2,68843,46,7,1,1,3,3,1,314.40093,223.056304,2,46,15
Y,1,68943,51,2,1,1,3,3,1,425.5929349,377.8583383,2,51,15
Y,3,69015,30,2,1,1,3,3,1,376.8293138,287.496734,2,30,15
Y,99,69231,46,2,0,0,0,0,0,309.4577382,207.9124974,2,46,3
Y,3,69329,41,2,2,1,3,3,1,390.6747339,231.7253607,2,41,27
Y,99,69330,42,2,0,0,0,0,0,354.0179731,280.1069455,2,42,3
Y,1,69753,42,2,3,0,0,3,1,407.3857897,270.6417513,2,42,39
Y,1,69835,51,2,2,1,3,3,1,313.9462345,293.786459,2,51,27
Y,99,69855,67,2,1,1,3,3,1,318.7371028,288.8132436,2,67,15
Y,99,69945,30,2,0,0,0,0,0,347.6383545,259.1388126,2,30,3
Y,2,69974,48,2,1,1,3,3,1,414.3939197,236.8058732,2,48,15
Y,3,70019,27,2,1,1,3,3,1,378.3174571,229.6442014,2,27,15
Y,2,70059,48,2,1,1,3,3,1,380.5262877,236.979304,2,48,15
Y,99,70068,29,2,0,0,0,0,0,399.423299,234.5026458,2,29,3
Y,99,70083,25,2,0,0,0,0,0,489.921956,252.0010757,2,25,3
Y,99,70098,46,2,0,0,0,0,0,438.7137969,260.47713,2,46,3
Y,99,70100,34,2,0,0,0,0,0,372.5862086,287.5123361,2,34,3
Y,3,70155,28,2,1,1,3,3,1,478.2213705,261.5849878,2,28,15
Y,99,70156,26,2,0,0,0,0,0,322.9285846,204.6372307,2,26,3
Y,99,70164,24,2,0,0,0,0,0,421.7978251,264.742465,2,24,3
Y,99,70253,30,2,0,0,0,0,0,441.6544916,296.1367072,2,30,3
Y,99,70303,29,2,0,0,0,0,0,303.5755139,299.5815743,2,29,3
Y,99,70336,46,2,0,0,0,0,0,418.3970992,216.1708227,2,46,3
Y,2,70443,34,2,3,1,3,3,1,352.8842672,245.5149454,2,34,39
Y,99,70537,25,2,0,0,0,0,0,450.7748568,216.3635272,2,25,3
Y,99,70554,36,2,0,0,0,0,0,457.8650794,224.7733247,2,36,3
Y,99,70630,38,2,0,0,0,0,0,318.1032348,224.3426989,2,38,3
Y,1,70650,49,2,3,1,3,3,1,385.9566325,297.7550205,2,49,39
Y,3,70656,35,2,1,1,3,3,1,402.1571814,259.9326015,2,35,15
Y,99,70709,46,2,0,0,0,0,0,362.1195467,247.9088573,2,46,3
Y,99,70712,30,2,1,1,3,3,1,333.0153965,282.0022181,2,30,15
Y,99,70908,42,2,0,0,0,0,0,467.2973876,207.1609515,2,42,3
Y,99,70958,32,2,0,0,0,0,0,330.0295778,267.9287018,2,32,3
Y,1,71019,39,2,3,1,3,3,1,397.1523291,247.122197,2,39,39
Y,99,71042,47,2,1,1,3,3,1,468.7057541,204.4931428,2,47,15
Y,99,71130,36,2,0,0,0,0,0,466.8376266,260.8450888,2,36,3
Y,99,71163,24,2,0,0,0,0,0,490.1858886,264.3862182,2,24,3
Y,99,71219,46,2,0,0,0,0,0,375.6281981,251.4640004,2,46,3
Y,99,71221,27,2,0,0,0,0,0,373.938111,223.9027379,2,27,3
Y,99,71241,26,2,0,0,0,0,0,448.7529864,200.1224757,2,26,3
Y,99,71306,32,2,0,0,0,0,0,443.8217284,257.7043459,2,32,3
Y,99,71316,39,2,0,0,0,0,0,370.6238149,201.278305,2,39,3
Y,3,71521,26,2,1,1,3,3,1,415.1840427,243.636369,2,26,15
Y,99,71545,53,2,0,0,0,0,0,439.0306869,295.4388415,2,53,3
Y,3,71580,36,2,1,1,3,3,1,313.7623905,295.9982203,2,36,15
Y,99,71664,28,2,0,0,0,0,0,433.7328973,267.579984,2,28,3
Y,99,71827,27,2,0,0,0,0,0,438.3058689,272.4683021,2,27,3
Y,1,71923,49,2,4,0,0,3,1,390.9524916,270.6205454,2,49,51
Y,99,71925,41,2,0,0,0,0,0,377.6217814,274.9554986,2,41,3
Y,99,72074,33,2,0,0,0,0,0,481.9562402,278.5026858,2,33,3
Y,99,72252,54,2,2,1,3,3,1,322.8747829,258.8103537,2,54,27
Y,99,72299,23,2,0,0,0,0,0,398.2566535,296.941126,2,23,3
Y,99,72472,40,2,0,0,0,0,0,368.3937716,217.2081013,2,40,3
Y,1,72514,34,2,4,0,0,3,1,429.0973991,262.2932296,2,34,51
Y,99,72542,29,2,0,0,0,0,0,488.2210748,239.1401061,2,29,3
Y,99,72555,31,2,0,0,0,0,0,467.0468788,262.7406775,2,31,3
Y,99,72611,79,2,0,0,0,0,0,470.0133843,204.2353973,2,79,3
Y,99,72650,23,2,0,0,0,0,0,433.1851849,293.6554171,2,23,3
Y,1,72665,47,2,2,0,0,3,1,479.7249844,204.4245418,2,47,27
Y,99,72688,28,2,1,1,3,3,1,378.652633,255.217391,2,28,15
Y,99,72796,41,2,0,0,0,0,0,308.9484087,262.0959753,2,41,3
Y,99,72810,25,2,0,0,0,0,0,314.2994687,261.7807171,2,25,3
Y,1,72831,34,2,3,1,3,3,1,339.9040802,205.3343301,2,34,39
Y,3,72956,40,2,4,0,0,3,1,473.7866356,262.449425,2,40,51
Y,3,73153,30,2,1,1,3,3,1,462.1161256,270.2100098,2,30,15
Y,99,73215,23,2,0,0,0,0,0,303.6534027,276.4088577,2,23,3
Y,99,73219,46,2,0,0,0,0,0,442.923994,277.4225411,2,46,3
Y,99,73228,55,2,0,0,0,0,0,444.8031818,239.9104998,2,55,3
Y,1,73232,41,2,3,1,6,6,1,374.9130111,255.7816837,2,41,39
Y,99,73237,58,2,0,0,0,0,0,322.1507813,206.2471922,2,58,3
Y,1,73286,44,2,4,1,3,6,1,423.5601984,471.1396086,2,44,51
Y,99,73317,39,2,0,0,0,0,0,394.5883638,265.3526503,2,39,3
Y,2,73431,40,2,1,1,3,3,1,428.0447303,276.7783923,2,40,15
Y,99,73484,23,2,0,0,0,0,0,393.3491589,233.9881145,2,23,3
Y,99,73522,29,2,0,0,0,0,0,485.4807274,294.1919499,2,29,3
Y,99,73581,23,2,0,0,0,0,0,307.5972256,210.9667242,2,23,3
Y,99,73638,40,2,0,0,0,0,0,406.3421007,278.6221246,2,40,3
Y,3,73672,26,2,1,1,3,3,1,351.5248775,209.899719,2,26,15
Y,99,73844,30,2,1,1,3,3,1,314.053773,201.711521,2,30,15
Y,99,73905,39,2,0,0,0,0,0,320.1262745,245.0316006,2,39,3
Y,99,73925,31,2,0,0,0,0,0,415.9298752,249.4603459,2,31,3
Y,99,74012,58,2,0,0,0,0,0,328.3249157,266.9571477,2,58,3
Y,99,74021,44,2,0,0,0,0,0,465.2899761,260.3715543,2,44,3
Y,99,74168,31,2,0,0,0,0,0,383.6800717,224.4325875,2,31,3
Y,2,74182,33,2,0,0,0,0,0,355.9853946,202.9206696,2,33,3
Y,99,74206,31,2,0,0,0,0,0,363.5176141,216.2618133,2,31,3
Y,2,74297,44,2,1,1,3,3,1,488.7802654,270.054398,2,44,15
Y,99,74339,51,2,0,0,0,0,0,453.8309246,249.2352911,2,51,3
Y,1,74418,61,2,3,0,0,3,1,459.7115694,278.5882719,2,61,39
Y,99,74605,37,2,0,0,0,0,0,330.8586605,255.8868222,2,37,3
Y,3,74639,47,2,2,1,3,3,1,352.7156808,296.358888,2,47,27
Y,99,74684,43,2,0,0,0,0,0,343.1499065,294.7740219,2,43,3
Y,99,74694,31,2,0,0,0,0,0,306.5683482,292.7191004,2,31,3
Y,99,74704,23,2,0,0,0,0,0,403.0006304,239.2419014,2,23,3
Y,99,74751,28,2,0,0,0,0,0,349.7011412,287.2101169,2,28,3
Y,99,74811,33,2,0,0,0,0,0,306.329103,215.4406166,2,33,3
Y,99,74883,61,2,0,0,0,0,0,423.5463632,263.8509414,2,61,3
Y,99,74911,41,2,0,0,0,0,0,386.5893734,273.1459044,2,41,3
Y,3,74957,24,2,1,1,3,3,1,495.4599795,249.2249604,2,24,15
Y,1,75112,47,2,2,1,3,3,1,382.598267,236.1941461,2,47,27
Y,3,75140,24,2,1,1,3,3,1,312.6147568,269.2588216,2,24,15
Y,99,75406,29,2,0,0,0,0,0,333.9863909,218.4638143,2,29,3
Y,99,75435,26,2,0,0,0,0,0,412.8693717,202.0187292,2,26,3
Y,99,75489,42,2,0,0,0,0,0,358.1900669,242.519656,2,42,3
Y,99,75577,37,2,0,0,0,0,0,302.0939326,208.0883155,2,37,3
Y,99,75608,38,2,0,0,0,0,0,310.0714939,272.2553972,2,38,3
Y,99,75763,56,2,0,0,0,0,0,343.2594545,229.5497716,2,56,3
Y,99,75775,38,2,0,0,0,0,0,343.446384,264.2341405,2,38,3
Y,1,75817,36,8,3,1,3,6,1,479.0605387,203.6380489,2,36,39
Y,1,75844,43,2,2,0,0,0,0,369.3144599,212.3371483,2,43,27
Y,99,75946,36,2,1,1,3,3,1,489.8014515,294.7263655,2,36,15
Y,1,76001,42,2,2,1,3,3,1,379.4783663,280.8381037,2,42,27
Y,99,76185,60,2,0,0,0,0,0,484.9114222,287.0527536,2,60,3
Y,99,76187,25,2,0,0,0,0,0,346.1731228,215.5433892,2,25,3
Y,1,76208,52,2,2,1,3,3,1,343.4386607,261.738773,2,52,27
Y,99,76243,41,2,0,0,0,0,0,303.1624574,280.9984529,2,41,3
Y,99,76274,36,2,0,0,0,0,0,426.3155593,232.8302711,2,36,3
Y,99,76288,41,2,0,0,0,0,0,410.5721585,264.7251779,2,41,3
Y,99,76332,26,2,0,0,0,0,0,317.1516933,205.4218164,2,26,3
Y,99,76366,46,2,0,0,0,0,0,321.9294929,293.1225168,2,46,3
Y,99,76372,41,2,0,0,0,0,0,462.9736947,213.6229044,2,41,3
Y,99,76419,39,2,0,0,0,0,0,380.4386026,253.4296488,2,39,3
Y,99,76427,63,2,0,0,0,0,0,318.1183461,252.258699,2,63,3
Y,1,76436,30,2,1,1,3,3,1,413.3436866,275.4687881,2,30,15
Y,99,76534,40,2,0,0,0,0,0,326.6042492,281.7070636,2,40,3
Y,99,76545,30,2,0,0,0,0,0,431.2672658,283.2967705,2,30,3
Y,99,76579,71,2,0,0,0,0,0,459.3740858,206.7807349,2,71,3
Y,2,76641,23,2,1,1,3,3,1,391.0782414,249.9627057,2,23,15
Y,2,76760,51,2,4,0,0,3,1,424.1023602,257.210872,2,51,51
Y,99,76873,54,2,0,0,0,0,0,357.0527966,294.194949,2,54,3
Y,99,76995,26,2,1,1,3,3,1,341.1616298,267.3385324,2,26,15
Y,3,77225,35,2,1,1,3,3,1,332.1332839,264.2759508,2,35,15
Y,3,77325,77,2,1,1,3,3,1,300.9467422,235.9865365,2,77,15
Y,1,77421,34,2,4,0,0,3,1,470.1366396,218.6332198,2,34,51
Y,99,77554,33,2,0,0,0,0,0,460.5416995,281.4608231,2,33,3
Y,99,77565,66,2,0,0,0,0,0,404.7719105,214.4603054,2,66,3
Y,99,77575,43,2,0,0,0,0,0,408.2326347,278.5492439,2,43,3
Y,99,77591,33,2,0,0,0,0,0,325.0416195,292.9338133,2,33,3
Y,99,77706,61,2,0,0,0,0,0,404.1898704,271.407183,2,61,3
Y,2,77867,40,4,2,1,3,6,1,308.8707294,297.1990345,2,40,27
Y,99,77876,58,2,0,0,0,0,0,328.9798087,251.7736153,2,58,3
Y,99,77904,39,2,0,0,0,0,0,435.6008023,294.0018711,2,39,3
Y,99,77939,26,2,1,1,3,3,1,495.4456408,215.9518051,2,26,15
Y,99,77946,53,2,1,0,0,0,0,422.5521245,254.7850488,2,53,15
Y,99,78141,42,2,0,0,0,0,0,395.319767,276.7970783,2,42,3
Y,99,78169,25,2,2,1,3,3,1,472.0765113,226.3111719,2,25,27
Y,99,78203,29,2,0,0,0,0,0,468.2514561,225.9610686,2,29,3
Y,1,78228,40,2,3,1,3,3,1,468.6507386,214.1683013,2,40,39
Y,2,78242,34,2,1,1,3,3,1,440.5710443,265.9710029,2,34,15
Y,99,78245,58,2,0,0,0,0,0,497.6035526,274.9517788,2,58,3
Y,2,78288,50,2,0,0,0,0,0,446.0352396,247.7283308,2,50,3
Y,1,78412,42,2,3,1,3,3,1,325.0768014,223.5855089,2,42,39
Y,1,78444,42,2,2,1,3,3,1,328.3956298,222.8778053,2,42,27
Y,99,78449,54,2,1,1,3,3,1,323.1160604,256.13215,2,54,15
Y,99,78602,55,2,1,1,3,3,1,454.2775227,226.5022372,2,55,15
Y,99,78613,25,2,0,0,0,0,0,313.3490223,286.0042679,2,25,3
Y,99,78615,61,2,0,0,0,0,0,343.858252,239.0344202,2,61,3
Y,99,78713,29,2,0,0,0,0,0,355.4703325,226.9476002,2,29,3
Y,99,78752,29,2,0,0,0,0,0,352.4567633,295.0089884,2,29,3
Y,99,78754,32,2,0,0,0,0,0,455.7488843,281.2075996,2,32,3
Y,99,78771,53,2,0,0,0,0,0,493.4026309,289.9781348,2,53,3
Y,3,78810,66,2,2,1,3,3,1,490.3872636,347.100937,2,66,27
Y,99,78850,33,2,0,0,0,0,0,304.5652687,244.4394126,2,33,3
Y,99,78944,30,2,0,0,0,0,0,466.9645926,298.9844449,2,30,3
Y,99,78977,43,2,0,0,0,0,0,411.4539608,264.1044428,2,43,3
Y,99,79142,49,2,0,0,0,0,0,317.2591992,229.4655825,2,49,3
Y,99,79206,48,2,0,0,0,0,0,431.2568501,223.7785663,2,48,3
Y,99,79209,27,2,0,0,0,0,0,399.0761003,210.5632105,2,27,3
Y,99,79254,74,2,1,0,0,0,0,479.3738663,284.5031246,2,74,15
Y,99,79267,39,2,0,0,0,0,0,437.0839208,204.0844172,2,39,3
Y,99,79284,63,2,1,1,3,3,1,453.8703959,205.5687777,2,63,15
Y,1,79314,56,2,2,1,3,9,1,428.5178774,1153.480299,2,56,27
Y,99,79454,30,2,1,1,3,3,1,479.5794361,258.8355663,2,30,15
Y,99,79486,34,2,0,0,0,0,0,477.5668129,217.7762897,2,34,3
Y,3,79595,25,2,1,1,3,3,1,410.4541966,262.507458,2,25,15
Y,2,79613,46,2,3,1,3,3,1,338.0059002,252.1020801,2,46,39
Y,99,79640,51,2,0,0,0,0,0,322.8725565,214.1752449,2,51,3
Y,99,79771,31,2,0,0,0,0,0,446.5791676,234.041266,2,31,3
Y,1,79801,51,2,1,1,3,3,1,1128.564285,919.8358122,2,51,15
Y,1,79901,44,2,3,1,3,3,1,426.506348,279.8747184,2,44,39
Y,2,79910,45,2,1,1,3,3,1,415.1494785,239.4274883,2,45,15
Y,99,79918,31,2,0,0,0,0,0,431.7447716,286.6738311,2,31,3
Y,99,79928,43,2,0,0,0,0,0,333.6902392,288.2818969,2,43,3
Y,99,80055,41,2,0,0,0,0,0,311.4667994,276.4895042,2,41,3
Y,2,80120,40,2,1,1,3,3,1,474.4817652,260.8599072,2,40,15
Y,99,80185,52,2,0,0,0,0,0,459.7315289,240.0908909,2,52,3
Y,3,80188,28,2,1,1,3,3,1,468.9727608,250.3169039,2,28,15
Y,2,80224,39,2,3,0,0,3,1,453.0636188,296.1983782,2,39,39
Y,99,80301,26,2,0,0,0,0,0,450.1688472,277.3816503,2,26,3
Y,99,80302,41,2,0,0,0,0,0,410.4603395,202.7102086,2,41,3
Y,99,80304,52,2,0,0,0,0,0,312.1459691,220.8307466,2,52,3
Y,99,80328,26,2,1,1,3,3,1,372.8699619,292.9753113,2,26,15
Y,3,80343,25,2,1,1,3,3,1,471.1384402,221.9082561,2,25,15
Y,99,80420,50,2,0,0,0,0,0,488.5163432,234.3078397,2,50,3
Y,99,80590,41,2,0,0,0,0,0,407.4449466,254.6361883,2,41,3
Y,99,80705,43,2,0,0,0,0,0,384.3955565,286.1397776,2,43,3
Y,99,80727,24,2,1,1,3,3,1,380.7632042,273.7301045,2,24,15
Y,99,80779,60,2,0,0,0,0,0,431.8871208,227.0124473,2,60,3
Y,99,80827,45,2,0,0,0,0,0,432.6367194,249.2335357,2,45,3
Y,99,80843,39,2,1,1,3,3,1,358.0034979,280.2540162,2,39,15
Y,99,80849,60,2,0,0,0,0,0,433.5358453,253.6484115,2,60,3
Y,3,80905,33,2,1,1,3,3,1,386.1318804,245.4383873,2,33,15
Y,99,80948,35,2,0,0,0,0,0,326.1564413,241.8198325,2,35,3
Y,3,80983,36,2,1,1,3,3,1,301.0321769,222.196181,2,36,15
Y,99,81039,60,2,0,0,0,0,0,437.708898,249.7579473,2,60,3
Y,99,81100,57,2,1,1,3,3,1,332.6658484,279.7204736,2,57,15
Y,3,81134,58,2,1,1,3,3,1,493.1786964,295.518476,2,58,15
Y,3,81139,63,2,1,0,0,0,0,476.21225,282.2504104,2,63,15
Y,1,81158,60,2,2,1,3,3,1,420.9924201,218.7027076,2,60,27
Y,3,81251,60,2,1,1,3,3,1,376.4343853,255.0745435,2,60,15
Y,99,81363,33,2,0,0,0,0,0,463.9229426,210.669818,2,33,3
Y,1,81510,64,2,3,0,0,3,1,319.7299419,204.3340287,2,64,39
Y,1,81611,32,9,4,0,0,3,1,301.3682369,281.9345112,2,32,51
Y,1,81652,25,2,2,1,3,3,1,312.4913048,287.10958,2,25,27
Y,3,81756,25,2,1,1,3,3,1,380.5409441,255.1683245,2,25,15
Y,3,81784,30,2,1,1,3,3,1,427.5359888,223.5397584,2,30,15
Y,99,81875,29,2,0,0,0,0,0,405.1121719,283.5450385,2,29,3
Y,99,81990,30,2,0,0,0,0,0,330.601539,268.3529123,2,30,3
Y,99,82161,49,2,0,0,0,0,0,477.4839497,293.6765406,2,49,3
Y,99,82218,46,2,1,1,3,3,1,499.1710271,261.7985215,2,46,15
Y,99,82247,27,2,0,0,0,0,0,404.2543103,252.1551976,2,27,3
