,INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
11332,14275,6,7.9,0.19,0.37,5.85,0.276,37.0,93.0,0.9434,3.16,,14.7,1,9,4.0
11333,14276,4,1.4,0.22,0.1,4.1,0.044000000000000004,17.0,140.0,0.9937,2.42,0.96,9.2,1,7,2.0
11334,14277,5,19.4,2.38,0.35,20.6,0.58,22.0,98.0,0.98834,1.71,0.15,9.5,1,8,3.0
11335,14278,0,8.2,1.07,0.63,1.6,0.081,284.0,29.0,0.97646,3.3,1.85,17.7,-1,9,
11336,14281,4,7.1,0.23,1.66,13.7,0.057999999999999996,26.0,172.0,1.04072,2.9,1.87,3.5,0,8,1.0
11337,14282,0,7.3,0.31,1.28,39.65,0.821,30.0,700.0,0.991,2.74,0.37,8.3,1,8,
11338,14283,0,10.4,0.44,1.06,1.5,0.145,34.0,177.0,1.04557,3.38,0.86,9.9,0,11,
11339,14284,0,3.5,1.21,0.28,62.2,0.591,,56.0,0.9968,3.11,2.55,17.2,-1,9,
11340,14285,4,6.8,1.58,0.15,40.8,0.541,62.0,178.0,1.0161799999999999,3.19,0.33,8.8,1,8,1.0
11341,14286,4,6.9,1.36,1.05,64.9,0.067,63.0,240.0,0.98882,2.73,0.43,11.0,-1,7,2.0
11342,14287,6,16.8,0.24,0.49,6.5,0.342,50.0,149.0,0.96335,2.75,0.59,10.5,1,8,2.0
11343,14288,6,1.1,0.51,0.41,2.1,0.853,12.0,28.0,0.9976799999999999,3.52,1.78,9.5,2,8,3.0
11344,14289,4,5.0,0.27,0.49,13.4,0.19699999999999998,58.0,178.0,0.98956,5.02,0.31,12.6,-1,6,1.0
11345,14291,2,7.1,1.18,0.35,1.4,0.138,24.0,238.0,0.9921200000000001,1.29,0.68,10.4,-1,8,2.0
11346,14292,3,5.8,1.5,0.43,2.6,0.53,130.5,210.0,0.9931399999999999,4.02,0.61,6.7,0,7,1.0
11347,14293,3,9.1,0.01,0.2,16.0,0.044000000000000004,41.0,312.0,0.9986200000000001,2.15,1.6,4.7,-1,6,2.0
11348,14294,5,4.7,1.225,0.18,1.9,0.281,52.0,,0.98746,3.76,0.83,14.0,0,5,2.0
11349,14295,3,2.2,0.79,0.02,2.5,0.5720000000000001,22.0,354.0,0.95705,3.48,1.99,10.6,-1,8,2.0
11350,14296,3,0.3,0.27,1.15,11.8,0.053,27.0,,0.9475399999999999,3.11,0.6,5.3,0,8,2.0
11351,14297,4,11.1,0.76,0.26,16.0,0.184,131.0,229.0,0.98998,3.32,,6.1,0,6,2.0
11352,14299,6,8.9,0.24,1.41,49.05,0.561,16.0,132.0,0.996,2.99,0.37,12.1,2,9,2.0
11353,14300,0,7.2,0.84,0.32,43.7,0.005,442.0,186.0,1.0039799999999999,3.19,0.4,13.6,-1,8,
11354,14301,6,7.3,0.25,1.35,2.1,0.034,163.0,177.0,1.0102799999999998,1.96,0.4,7.8,0,8,3.0
11355,14302,0,0.6,0.45,0.34,2.7,0.495,188.0,121.0,1.01369,3.14,1.62,12.4,-1,7,
11356,14303,2,3.8,0.98,1.64,14.3,0.067,25.0,178.0,0.9976,,0.54,9.5,-2,8,1.0
11357,14304,0,0.6,0.53,0.49,,0.039,294.0,25.0,1.02261,2.8,0.39,,-1,10,
11358,14305,4,6.1,0.41,0.0,1.6,0.094,163.0,87.0,0.9914,3.27,0.67,17.3,0,7,3.0
11359,14306,2,2.4,1.47,0.38,11.1,0.33399999999999996,151.0,466.0,0.9580799999999999,2.93,,8.7,1,12,1.0
11360,14307,0,6.2,1.55,1.31,9.1,0.133,255.0,78.0,1.01706,3.06,1.81,13.8,1,7,
11361,14309,4,21.3,0.27,0.3,14.1,0.45899999999999996,263.0,443.0,0.99364,3.79,0.34,6.2,0,7,1.0
11362,14310,0,6.8,0.15,0.0,2.7,0.12300000000000001,105.0,359.0,0.97615,3.44,0.3,16.0,-1,7,
11363,14311,5,7.0,0.15,1.38,53.6,0.273,205.0,149.0,1.0387600000000001,4.04,0.06,9.5,0,7,3.0
11364,14312,3,8.9,0.62,0.86,48.9,0.17600000000000002,52.0,64.0,0.9986,3.16,0.88,2.4,0,10,1.0
11365,14314,0,7.1,1.12,1.23,11.2,,8.0,29.0,0.9943200000000001,3.67,1.33,9.6,1,8,
11366,14315,4,6.7,1.2,0.12,2.9,0.132,52.0,161.0,0.99718,3.02,0.62,9.5,-1,7,2.0
11367,14317,4,7.2,0.46,0.82,,0.433,259.0,267.0,0.9976,4.27,0.42,8.7,1,8,1.0
11368,14318,4,0.8,0.2,1.22,0.9,0.023,247.0,87.0,0.9906200000000001,4.38,1.31,10.0,0,9,3.0
11369,14320,4,12.2,0.21,1.16,10.65,0.213,219.0,367.0,0.9972,3.17,1.3,10.2,0,9,1.0
11370,14321,4,7.6,1.35,0.95,27.9,0.043,25.0,136.0,1.0064,3.11,,10.3,0,8,2.0
11371,14324,3,4.8,1.02,0.22,2.5,0.10300000000000001,6.0,20.0,0.94447,3.15,1.98,10.5,0,10,2.0
11372,14326,4,7.0,0.93,0.58,24.0,0.045,40.0,120.0,0.94276,3.57,0.44,10.9,0,8,1.0
11373,14327,6,17.0,0.39,0.24,33.7,0.17,45.0,138.0,1.00199,2.87,,11.4,1,7,2.0
11374,14328,3,7.1,0.12,1.27,12.5,0.237,201.0,72.0,0.96888,3.17,2.07,14.2,0,8,2.0
11375,14329,2,9.2,0.58,0.51,3.0,0.081,82.0,,0.97726,3.23,0.85,6.8,-1,10,
11376,14330,3,5.8,0.64,0.26,3.3,0.23,40.0,153.0,1.01988,3.34,0.33,5.4,-1,6,1.0
11377,14331,4,14.8,0.28,0.28,1.6,0.008,,556.0,1.00715,2.97,0.34,1.9,1,7,3.0
11378,14332,0,6.8,1.68,0.57,5.9,0.385,40.0,206.0,0.9938,2.62,0.57,16.2,1,7,
11379,14333,4,6.8,0.32,0.23,3.3,0.026000000000000002,15.0,,0.9896,2.93,1.86,15.1,0,7,3.0
11380,14334,0,10.2,0.275,0.36,,0.251,152.0,14.0,0.9678200000000001,2.06,0.99,10.0,0,11,1.0
11381,14335,3,19.8,0.22,0.44,7.7,0.303,136.0,201.0,0.9954,3.44,0.55,10.0,0,9,2.0
11382,14336,5,6.9,0.63,0.59,76.4,0.042,69.0,104.0,0.9911,2.99,0.56,17.3,0,8,3.0
11383,14338,6,0.6,1.77,0.6,,0.032,32.0,148.0,0.9945799999999999,3.15,0.17,4.4,1,10,1.0
11384,14340,3,13.3,0.3,1.02,7.7,0.052000000000000005,57.0,330.0,0.9959,2.41,0.39,9.0,0,7,2.0
11385,14343,5,6.8,1.52,0.35,1.7,,263.0,286.0,0.99524,4.34,0.4,11.8,0,9,1.0
11386,14344,0,2.5,0.39,1.73,5.3,0.16899999999999998,32.0,162.0,0.9965,4.04,1.7,14.2,1,8,1.0
11387,14345,7,20.7,0.81,0.48,1.2,0.028999999999999998,65.0,75.0,0.97293,3.33,1.49,17.4,1,7,4.0
11388,14347,4,8.3,0.31,0.39,,,285.0,289.0,0.9842299999999999,3.31,0.77,9.3,-1,9,2.0
11389,14348,4,13.2,0.16,0.97,52.0,0.001,58.0,152.0,1.0420399999999999,3.82,,3.7,0,8,1.0
11390,14349,4,2.5,0.3,0.38,31.7,0.42700000000000005,166.0,86.0,0.96511,2.71,0.58,13.1,-1,6,1.0
11391,14350,3,6.2,0.21,0.27,1.7,0.002,127.0,150.0,0.9857,3.49,0.71,13.5,-2,7,1.0
11392,14352,5,1.7,0.13,0.98,35.5,0.07,32.0,76.0,0.9914,3.21,0.76,11.333333332999999,1,7,3.0
11393,14353,4,6.0,0.94,0.3,44.4,0.043,43.0,153.0,0.93194,3.63,2.4,10.6,1,6,2.0
11394,14356,0,6.0,0.39,0.91,1.8,0.711,115.0,66.0,0.97552,2.62,0.75,3.8,0,12,
11395,14357,6,5.3,0.34,0.26,1.9,0.038,19.0,138.0,0.9893,3.0,0.12,12.2,1,7,3.0
11396,14360,1,6.9,1.54,1.25,1.9,0.821,25.0,136.0,0.92505,4.48,0.6,10.8,-1,7,1.0
11397,14361,0,5.0,0.35,1.62,20.45,0.062,43.0,209.0,1.0002,3.27,0.64,9.1,-1,8,
11398,14362,1,4.2,0.015,0.0,21.9,0.102,226.0,352.0,1.02654,2.26,1.85,10.7,-2,8,
11399,14363,3,6.7,0.31,0.88,1.2,0.04,129.0,48.0,1.04128,2.31,0.64,10.5,-1,7,2.0
11400,14365,0,9.5,0.475,0.49,1.0,0.58,292.0,131.0,0.98144,3.35,0.97,10.8,0,7,1.0
11401,14366,5,2.1,1.34,0.69,8.3,0.43,54.0,42.0,1.04101,4.52,0.4,10.3,1,7,1.0
11402,14367,4,7.3,1.43,0.22,1.4,0.044000000000000004,216.0,233.0,1.0158,2.51,1.45,9.9,1,8,3.0
11403,14368,6,5.8,3.09,1.55,4.75,0.033,132.0,,0.991,3.8,,5.8,1,7,4.0
11404,14369,0,7.4,1.58,0.37,13.5,0.847,338.0,192.0,0.96231,3.0,1.19,,1,8,
11405,14370,2,4.1,0.82,0.31,124.8,0.44799999999999995,37.0,270.0,0.99013,2.63,1.98,18.4,-2,7,1.0
11406,14371,4,0.3,1.93,1.39,71.3,1.229,38.0,309.0,0.9914,3.8,0.67,10.8,0,7,2.0
11407,14372,0,18.5,0.95,1.81,,,169.0,54.0,0.99754,2.76,2.49,17.1,0,11,
11408,14373,6,4.6,1.29,0.65,51.7,0.10099999999999999,28.0,98.0,0.97283,2.69,0.37,7.3,1,8,1.0
11409,14375,0,7.2,0.5,0.18,2.1,0.257,12.0,225.0,1.0413299999999999,3.6,1.8,9.6,-1,8,1.0
11410,14377,0,3.0,0.36,0.69,19.35,0.19,67.0,207.0,0.95701,2.33,1.08,9.1,1,7,
11411,14378,4,7.4,1.29,0.31,14.5,0.693,102.0,50.0,0.9972700000000001,3.1,0.5,9.2,0,8,2.0
11412,14379,4,3.0,0.34,0.3,52.8,0.059000000000000004,24.0,152.0,0.99615,4.53,0.12,11.0,-1,7,2.0
11413,14380,5,7.2,0.88,0.39,24.5,0.253,180.0,371.0,0.98535,3.76,,9.0,0,8,3.0
11414,14381,6,5.4,0.29,0.41,12.9,0.35100000000000003,79.5,203.0,0.9974200000000001,2.77,0.78,10.2,2,7,2.0
11415,14383,4,6.8,0.9,0.05,2.4,0.053,210.0,68.0,0.9879,3.15,0.48,1.0,0,8,2.0
11416,14385,0,7.4,1.3,0.29,6.8,0.049,31.0,113.0,1.01057,3.13,1.21,8.1,0,8,
11417,14386,4,6.9,0.2,1.12,38.8,0.032,269.0,362.0,1.01815,3.48,0.27,11.4,1,8,3.0
11418,14387,0,4.5,0.605,1.68,91.0,0.073,19.0,157.0,0.9566600000000001,3.56,0.55,9.9,-1,6,
11419,14388,2,16.1,0.33,0.62,1.3,0.524,246.0,293.0,0.9476,3.28,1.34,10.1,-1,7,1.0
11420,14389,2,4.5,0.2,0.49,1.6,0.076,224.0,143.0,0.9937,2.39,,9.2,-2,7,1.0
11421,14390,3,9.4,0.33,0.3,23.3,0.16699999999999998,82.0,361.0,0.9886,3.24,1.11,8.2,-1,7,1.0
11422,14391,0,5.8,0.27,0.3,65.4,0.087,21.0,94.0,0.9944,4.78,1.07,10.0,-1,7,1.0
11423,14392,5,0.5,0.35,0.3,,0.33899999999999997,27.0,62.0,0.96749,3.73,0.98,0.3,1,8,4.0
11424,14394,5,2.7,1.14,0.91,2.3,0.457,284.0,306.0,0.97834,3.06,0.13,12.9,0,8,3.0
11425,14395,4,16.8,0.15,0.2,14.4,0.05,204.0,138.0,0.99666,4.37,0.41,10.3,0,6,1.0
11426,14396,1,6.7,0.22,0.69,25.1,0.445,85.0,521.0,1.00106,3.1,0.0,11.2,-1,7,
11427,14397,3,6.1,0.22,1.3,2.8,0.05,250.0,262.0,0.9908,2.95,,,-1,7,2.0
11428,14399,2,7.3,0.32,0.48,13.3,0.06,247.0,196.0,0.99015,2.43,0.05,7.6,-1,8,1.0
11429,14400,5,11.7,0.18,0.33,8.0,0.055999999999999994,,,0.95886,2.69,1.91,8.7,0,7,
11430,14401,5,13.2,0.17,0.69,19.9,0.047,281.0,154.0,0.9915200000000001,3.16,0.94,6.4,1,7,
11431,14402,5,6.7,0.3,0.29,2.8,0.255,37.0,142.0,0.96524,3.31,0.63,10.1,0,7,2.0
11432,14404,5,4.2,1.1,0.26,54.8,0.102,257.0,132.0,1.00979,3.25,,10.2,1,8,3.0
11433,14405,0,2.3,0.24,0.02,7.5,0.461,27.0,63.0,0.9916,3.68,0.79,14.0,0,6,
11434,14407,5,4.0,0.21,0.19,9.25,0.012,73.0,142.0,0.9945,3.05,0.51,12.4,1,9,3.0
11435,14409,4,16.9,0.855,0.09,5.5,0.076,9.0,23.0,1.0373700000000001,4.75,0.23,12.7,0,7,3.0
11436,14410,2,3.0,0.29,0.35,59.3,0.038,280.5,222.5,0.9926299999999999,3.15,0.47,9.9,0,7,2.0
11437,14412,0,11.8,0.24,0.12,52.8,0.048,40.0,150.0,1.02905,,0.46,12.2,-1,6,1.0
11438,14413,2,2.0,0.34,0.15,58.0,0.053,61.0,181.0,1.02599,,0.74,8.3,-1,8,2.0
11439,14415,6,7.6,0.27,0.49,32.7,0.201,,25.0,0.9912,3.31,2.02,15.2,2,8,3.0
11440,14416,2,18.7,0.29,1.71,4.05,0.382,4.0,205.0,0.96659,1.97,0.32,11.4,0,9,
11441,14417,5,17.0,1.23,0.3,59.0,0.22899999999999998,30.0,,0.98995,3.34,0.89,12.5,0,6,1.0
11442,14419,5,7.8,0.545,0.06,28.1,0.087,27.0,61.0,0.93832,3.42,0.86,5.7,1,9,3.0
11443,14420,0,8.3,1.395,0.01,28.8,0.07,5.0,,0.97604,2.08,1.25,11.0,0,9,
11444,14421,4,18.0,0.52,1.27,26.8,0.012,237.0,88.0,0.99,3.01,0.33,13.0,-1,8,3.0
11445,14422,4,7.4,0.25,0.28,34.85,0.027999999999999997,92.0,512.0,0.9903,3.43,0.54,,-1,8,2.0
11446,14424,5,5.6,1.45,2.0,1.25,0.13,567.0,127.0,0.9898399999999999,4.49,0.6,7.0,0,6,3.0
11447,14425,0,3.8,0.1,0.14,1.6,0.027000000000000003,88.0,125.0,0.9893,3.51,0.66,,-2,6,1.0
11448,14426,0,7.0,1.27,1.25,1.4,0.222,27.0,154.0,0.996,1.25,1.9,9.2,0,8,
11449,14427,5,7.3,1.2,0.48,2.15,0.076,225.0,130.0,0.94311,3.25,0.42,9.5,1,9,2.0
11450,14428,0,1.9,0.27,0.28,21.6,0.046,6.0,41.0,1.00584,3.88,0.39,10.9,0,8,
11451,14429,0,14.4,0.49,0.26,1.9,0.062,208.0,31.0,0.9966,,0.64,9.6,0,8,
11452,14430,0,6.4,0.33,1.35,3.0,0.040999999999999995,42.0,168.0,0.99331,4.45,,16.3,0,7,
11453,14431,3,5.5,1.13,2.85,5.5,0.27399999999999997,10.0,86.0,0.98487,3.46,0.56,15.2,0,6,1.0
11454,14432,0,2.9,0.14,0.31,1.2,0.034,113.0,138.0,0.9970700000000001,2.31,3.78,10.8,1,7,
11455,14433,0,11.1,0.31,2.66,63.1,0.7859999999999999,262.0,172.0,0.9986,,,8.1,1,12,
11456,14434,3,16.7,1.015,0.45,14.6,,32.0,201.0,0.9806600000000001,3.0,0.45,11.7,0,8,3.0
11457,14435,4,22.5,0.93,0.36,10.3,1.18,90.0,210.0,0.9554,3.29,2.2,,0,8,2.0
11458,14436,5,5.1,0.14,0.38,6.8,0.251,84.0,514.0,0.9958799999999999,3.38,0.66,17.4,1,6,3.0
11459,14437,2,13.1,0.32,0.23,8.5,0.40399999999999997,252.0,832.0,0.9943,3.03,,16.7,-1,7,
11460,14438,4,11.7,0.17,0.36,4.5,0.493,90.0,144.0,0.9942700000000001,1.83,0.47,12.4,1,8,2.0
11461,14439,0,1.9,0.45,0.34,30.6,0.8340000000000001,242.0,67.0,0.9976,3.88,0.38,8.0,1,8,
11462,14440,5,3.8,0.26,0.16,60.1,,375.0,812.0,1.0024600000000001,2.98,,9.5,2,7,2.0
11463,14441,4,10.8,0.16,0.59,28.1,0.132,312.0,505.0,0.9917,3.23,,7.0,0,8,2.0
11464,14445,3,6.9,0.56,1.26,10.9,0.066,197.0,614.0,0.9627,5.23,,9.4,0,8,2.0
11465,14447,5,2.9,0.79,1.25,7.5,0.54,5.0,165.0,0.98606,3.92,0.64,8.7,1,9,2.0
11466,14448,0,12.1,0.605,0.6,49.1,0.096,2.0,28.0,0.995,2.57,0.53,11.8,0,8,
11467,14449,0,4.0,0.28,0.41,23.3,0.055999999999999994,24.0,68.0,0.99523,5.33,0.85,9.5,-1,10,
11468,14450,5,6.8,0.11,0.01,31.0,0.009000000000000001,38.0,248.0,0.9708399999999999,3.18,0.0,10.2,0,8,
11469,14451,0,5.8,0.25,0.24,30.3,0.044000000000000004,41.0,137.0,0.9972,3.34,1.85,9.5,1,6,
11470,14452,5,5.8,0.15,0.31,2.7,0.649,25.0,186.0,0.99067,,0.07,13.7,0,6,3.0
11471,14453,4,7.5,0.1,0.04,52.5,0.387,38.0,113.0,0.9935200000000001,3.33,,10.1,-1,7,2.0
11472,14454,3,6.6,0.23,0.18,34.6,0.044000000000000004,59.0,119.0,0.9955799999999999,3.16,0.49,9.5,0,7,1.0
11473,14457,3,7.0,0.25,1.06,2.1,0.16699999999999998,72.0,316.0,1.0258200000000002,4.53,1.62,12.3,-1,8,1.0
11474,14459,3,3.2,0.78,0.3,55.1,0.132,20.0,98.0,1.0368899999999999,3.15,0.51,11.4,0,8,1.0
11475,14460,0,18.9,1.35,0.62,3.6,1.26,,14.0,0.9987,3.29,1.45,7.0,-1,10,
11476,14461,6,6.8,0.45,0.12,0.1,0.532,,558.0,1.00662,1.83,0.4,12.4,1,8,4.0
11477,14462,0,13.9,0.24,0.39,74.1,,60.0,40.0,0.96824,2.83,0.54,,1,7,
11478,14463,4,7.0,2.72,1.34,8.9,0.38299999999999995,92.0,74.0,0.9950100000000001,2.25,0.73,11.5,0,8,2.0
11479,14465,0,14.6,1.98,0.97,1.9,0.11900000000000001,70.0,191.0,0.99585,3.39,,12.85,1,8,1.0
11480,14468,4,7.9,0.19,0.45,1.5,0.644,,96.0,0.9917,,0.39,12.8,0,9,2.0
11481,14470,4,6.3,0.68,0.16,55.2,0.251,48.0,4.0,0.9934,3.37,0.5,12.3,1,7,3.0
11482,14471,0,12.2,0.39,0.39,65.6,0.11699999999999999,14.0,470.0,0.9778399999999999,2.71,,3.2,0,7,
11483,14472,6,6.7,1.65,0.31,2.1,0.12,458.0,343.0,1.03106,3.08,0.78,13.0,0,7,3.0
11484,14473,5,4.0,0.07,0.51,1.1,0.047,60.5,156.0,0.9984,3.06,0.45,7.7,1,8,2.0
11485,14474,0,11.3,0.79,1.48,48.45,0.41200000000000003,12.0,456.0,0.9734700000000001,3.24,0.75,11.7,0,12,
11486,14475,0,9.0,0.45,1.67,29.6,0.7979999999999999,362.0,75.0,1.02376,3.35,0.26,9.7,1,10,
11487,14476,6,14.9,1.54,0.19,11.2,0.031,38.0,140.0,0.9948,3.12,0.43,13.7,1,8,2.0
11488,14477,3,7.2,0.22,0.54,16.7,0.045,54.0,200.0,1.05249,3.42,,11.9,-1,8,1.0
11489,14478,2,6.7,0.95,0.24,2.7,0.017,22.0,210.0,0.97511,3.03,0.37,16.4,-1,7,
11490,14479,1,0.5,0.57,0.02,38.1,0.115,73.0,212.0,0.99654,3.38,0.69,9.5,-2,7,
11491,14480,0,13.3,0.12,0.49,6.4,0.312,279.0,94.0,0.9945,3.46,0.44,14.2,0,7,1.0
11492,14481,5,1.3,1.15,0.21,,0.035,289.0,7.0,0.9942,,,7.1,0,7,2.0
11493,14482,4,5.7,1.68,0.21,42.9,1.126,30.0,431.0,1.00884,3.29,2.14,5.8,0,6,2.0
11494,14485,5,8.0,0.86,0.39,119.7,0.096,20.0,125.0,1.0276,4.67,1.34,23.6,0,7,1.0
11495,14486,0,5.0,1.82,0.81,27.4,0.475,145.0,46.0,0.9925799999999999,2.98,0.59,12.5,0,6,
11496,14487,0,9.8,0.2,0.44,14.1,0.488,216.0,145.0,1.0006,3.28,1.02,8.8,1,9,
11497,14488,4,1.9,0.2,1.63,3.7,0.44799999999999995,30.0,89.0,0.9907799999999999,3.27,0.0,11.9,0,6,3.0
11498,14489,0,6.8,0.37,1.17,32.5,0.371,135.0,106.0,0.98106,3.34,0.66,12.6,0,7,
11499,14492,5,8.2,0.55,0.43,112.6,0.035,519.0,390.0,0.9484600000000001,3.1,0.59,16.5,1,9,2.0
11500,14493,2,6.1,0.17,0.4,9.1,0.326,83.0,606.0,1.01775,2.1,0.5,6.1,-1,7,1.0
11501,14495,3,7.9,0.97,0.36,16.1,0.038,11.0,307.0,0.9928,2.81,0.48,11.0,0,9,1.0
11502,14497,0,6.0,0.26,0.47,13.7,0.56,190.0,382.0,1.04846,,0.33,8.4,1,11,
11503,14498,5,11.6,1.63,0.64,50.7,0.036000000000000004,34.0,30.0,0.9902799999999999,2.16,0.63,6.1,0,7,2.0
11504,14499,4,7.6,0.25,0.77,5.1,0.047,61.0,322.0,0.9960399999999999,2.45,1.14,9.2,1,7,1.0
11505,14500,3,0.6,0.73,0.78,16.7,0.045,45.0,603.0,0.9990000000000001,2.31,0.49,14.7,-1,8,2.0
11506,14501,5,6.2,1.7,0.81,5.0,0.552,50.0,188.0,0.99318,3.23,1.3,10.8,1,7,2.0
11507,14502,5,6.1,1.43,0.46,20.0,0.33399999999999996,61.0,210.0,1.00098,3.11,0.59,9.7,1,7,3.0
11508,14508,3,32.5,0.16,0.65,1.5,0.048,16.0,176.0,0.9940000000000001,3.32,0.42,9.7,-1,9,2.0
11509,14509,7,6.9,0.45,0.24,2.1,0.41100000000000003,236.0,121.0,1.00664,4.24,,13.2,2,7,4.0
11510,14510,1,5.9,0.37,0.39,36.4,0.036000000000000004,34.0,247.0,1.02718,4.01,0.9,9.8,-2,6,1.0
11511,14511,4,7.6,0.17,0.27,24.4,,180.0,,0.97819,2.11,0.47,9.5,0,8,2.0
11512,14513,2,3.8,1.61,1.61,4.75,0.051,45.0,1.0,0.9928,2.26,0.96,11.5,-1,8,2.0
11513,14514,4,1.9,0.265,0.22,68.9,0.048,187.0,198.0,0.9955,4.23,0.36,9.1,1,7,3.0
11514,14515,1,15.5,1.09,0.13,1.9,0.051,245.0,173.0,1.0414299999999999,2.51,2.62,9.9,-2,7,
11515,14516,4,5.4,0.02,0.33,40.4,0.042,36.0,257.0,0.99215,3.29,,10.7,1,7,3.0
11516,14517,6,13.7,0.33,0.3,,0.036000000000000004,146.0,124.0,0.9892200000000001,2.13,0.84,13.1,1,7,4.0
11517,14518,0,6.2,1.26,1.02,2.2,0.038,191.0,42.0,0.96714,,0.57,7.1,0,7,
11518,14519,6,6.4,0.25,0.3,4.5,0.425,199.0,93.0,0.9921,3.18,1.23,11.1,1,7,4.0
11519,14521,3,7.5,0.93,1.88,13.0,0.017,46.0,304.0,1.01146,3.08,0.88,11.1,0,8,2.0
11520,14522,3,27.4,0.15,0.55,5.9,0.134,75.0,202.0,1.0302799999999999,3.15,2.49,9.3,0,7,
11521,14523,0,14.0,1.67,1.94,3.8,0.298,135.0,,1.0014,2.85,,7.9,0,15,
11522,14524,0,12.0,0.6,0.97,38.1,0.055,7.0,13.0,0.99639,3.38,0.56,,0,8,
11523,14525,0,15.1,0.855,1.55,77.7,0.062,15.0,176.0,0.9962700000000001,3.5,1.02,12.4,-1,7,
11524,14526,3,6.6,0.21,0.36,,0.47700000000000004,260.0,526.0,0.99165,3.24,2.34,8.7,-1,7,2.0
11525,14528,0,2.4,0.26,0.24,33.9,0.043,70.0,154.0,0.9642799999999999,3.63,,13.9,1,7,
11526,14529,4,16.0,0.32,0.27,7.1,0.027000000000000003,37.0,521.0,0.99165,2.22,0.6,12.6,-1,8,1.0
11527,14530,0,13.6,0.31,0.5,38.4,,105.0,,1.08215,3.21,0.42,4.4,-1,7,
11528,14533,0,7.2,1.67,0.83,34.6,0.057999999999999996,,415.0,1.0487600000000001,4.11,0.76,4.7,1,8,
11529,14534,2,6.6,1.19,1.15,,,299.0,1011.0,0.98175,3.21,1.21,9.2,-1,7,
11530,14536,3,5.5,0.79,0.34,34.3,0.601,136.0,111.0,0.98961,2.67,0.37,,-1,7,2.0
11531,14537,3,2.4,0.31,0.91,1.0,0.10099999999999999,245.0,120.0,1.00578,3.06,,9.5,0,7,1.0
11532,14538,0,6.6,0.88,1.04,23.8,0.127,153.0,270.0,0.99636,3.53,0.56,5.3,-1,8,
11533,14539,3,9.0,0.25,0.84,50.2,0.045,54.0,208.0,0.96686,3.74,0.46,,0,7,1.0
11534,14540,6,2.0,0.35,0.3,14.2,0.048,183.0,286.5,0.97229,3.13,2.09,8.9,0,8,3.0
11535,14541,4,7.2,0.75,0.33,1.1,0.027000000000000003,230.0,63.0,0.9937,2.78,0.22,16.3,1,8,2.0
11536,14542,5,11.7,0.54,0.44,10.3,0.478,,98.0,0.99564,3.99,0.38,12.6,-1,7,3.0
11537,14544,3,6.0,1.43,0.09,45.3,0.032,36.0,360.0,0.9962200000000001,2.48,1.0,9.1,0,7,
11538,14545,0,5.1,1.6,0.33,4.2,0.027000000000000003,39.0,113.0,0.98946,3.35,0.5,11.4,0,6,
11539,14546,6,10.0,1.11,0.39,,0.512,163.0,136.0,0.95701,4.18,0.48,8.0,1,8,2.0
11540,14547,2,9.7,0.48,1.0,0.9,0.384,90.0,99.0,0.99226,3.14,0.23,,0,7,
11541,14548,3,6.9,0.17,0.25,73.3,0.047,265.0,526.0,0.9914,2.42,0.48,6.9,0,7,
11542,14549,4,6.7,0.66,0.0,13.0,0.544,129.0,193.0,1.00698,4.07,0.5,20.4,0,7,2.0
11543,14550,4,1.0,0.31,1.61,7.4,0.998,25.0,208.0,0.98449,3.57,0.31,9.8,0,8,3.0
11544,14551,2,7.1,0.25,0.25,16.0,0.77,64.0,165.0,0.948,3.24,1.04,9.5,-2,6,1.0
11545,14552,0,11.7,0.22,1.23,1.4,0.562,179.0,236.0,0.9895799999999999,3.79,0.7,11.7,-1,7,
11546,14553,5,8.1,0.57,0.39,,0.136,62.0,261.0,0.98361,3.23,1.03,15.2,1,9,2.0
11547,14555,0,9.3,1.14,0.48,3.8,0.132,188.0,11.0,0.99577,3.72,1.05,13.2,-1,10,
11548,14558,3,6.9,1.01,2.02,25.4,0.526,48.0,632.0,1.03311,3.15,0.54,11.1,0,8,1.0
11549,14559,3,9.2,0.29,2.14,7.7,0.09,51.0,492.0,1.07123,4.16,1.5,9.5,0,8,2.0
11550,14560,4,5.6,0.25,0.19,2.4,0.049,182.0,166.0,0.992,5.09,0.29,6.7,0,6,3.0
11551,14563,0,8.9,0.24,0.39,10.0,0.648,213.0,80.0,1.0057200000000002,3.12,0.59,10.8,1,10,
11552,14564,1,1.6,1.68,0.46,5.0,0.083,3.0,29.0,0.9906,3.04,0.92,16.0,-1,8,2.0
11553,14565,0,6.4,1.03,1.11,2.0,0.109,18.0,210.0,0.9927299999999999,3.38,,7.3,-1,7,
11554,14566,4,5.6,1.05,0.0,29.9,0.10400000000000001,,139.0,1.00787,2.93,0.46,16.3,0,6,3.0
11555,14569,4,8.5,0.17,0.81,1.4,0.027999999999999997,,27.0,0.9928,3.23,1.09,10.1,0,7,2.0
11556,14570,3,8.0,0.84,1.75,41.35,0.055999999999999994,81.0,263.0,0.9997,2.65,0.53,9.2,-1,9,2.0
11557,14571,4,2.2,1.255,0.16,12.55,0.483,31.0,298.0,0.99564,3.4,1.8,10.8,0,6,2.0
